#Char	Unicode	PinYin	src	ceftab	cnsunipy	HYDZD	hy1	unihanpy	unihandb	checked	modified
䬪	U+4B2A	bo2	HYDZD	bo2	bo2	bo2		bo2 fu4		no	
䬫	U+4B2B	ti2	HYDZD	di1	ti2	ti2		can3 ti2		no	
䬬	U+4B2C	ying3	HYDZD	yang3	yang3	ying3		yang3		no	
䬭	U+4B2D	tao1	cefpytab	tao1	tao1					no	
䬮	U+4B2E	yi2	cefpytab	yi2	yi2			yi2		no	
䬯	U+4B2F	nian2,tian3	HYDZD	nian2	tian3	nian2 tian3		nian2		no	
䬰	U+4B30	shao4	HYDZD	shao4	shao4	shao4		shao4		no	
䬱	U+4B31	ben4	HYDZD	ben4	beng4	ben4		ben4		no	
䬲	U+4B32	gou1	HYDZD	gou1	gou1	gou1				no	
䬳	U+4B33	ban3	HYDZD	ban3	ban3	ban3		ban3		no	
䬴	U+4B34	mo4	HYDZD	mo4	mo4	mo4		mo4		no	
䬵	U+4B35	gai1,ai4	HYDZD	gai1	gai1	gai1 ai4		ai4		no	
䬶	U+4B36	en4	HYDZD	en4	en4	en4		en4		no	
䬷	U+4B37	she3	HYDZD	she3	she3	she3		she3		no	
䬸	U+4B38	can1	cefpytab	can1	can1					no	
䬹	U+4B39	zhi4	HYDZD	zhi4	zhi4	zhi4		zhi4		no	
䬺	U+4B3A	yang4	cefpytab	yang4	yang4			yang4		no	
䬻	U+4B3B	jian4	cefpytab	jian4	jian4			jian4 kan3		no	
䬼	U+4B3C	yuan4	HYDZD	yuan4	yuan4	yuan4		yuan4		no	
䬽	U+4B3D	shui4,dui4	HYDZD	shui4	dui4	shui4 dui4		dui4		no	
䬾	U+4B3E	ti2	HYDZD	ti2	ti2	ti2		ti2		no	
䬿	U+4B3F	wei3,wei4	HYDZD	wei3	wei3	wei3 wei4		wei3 wei4		no	
䭀	U+4B40	xun4	HYDZD	xun4	xun4	xun4		xun4		no	
䭁	U+4B41	zhi4	HYDZD	zhe2	zhi4	zhi4		zhi4		no	
䭂	U+4B42	yi4	HYDZD	yi4	yi4	yi4		yi4		no	
䭃	U+4B43	ren3,nie4	HYDZD	nie1	nie4	ren3 nie4		ren3		no	
䭄	U+4B44	shi4	cefpytab	shi4	shi4			shi4		no	
䭅	U+4B45	hu2	HYDZD	gu4	gu4	hu2		hu2		no	
䭆	U+4B46	ne4	HYDZD		ne4	ne4		ne4		no	
䭇	U+4B47	ye1,yi4	HYDZD	ye4	ye1	ye1 yi4		yi4		no	
䭈	U+4B48	jian1	cefpytab	jian1	jian1			jian4		no	
䭉	U+4B49	sui3	HYDZD	sui3	sui3	sui3		sui3		no	
䭊	U+4B4A	ying3	cefpytab	ying3	ying3			ying3		no	
䭋	U+4B4B	bao3	cefpytab	bao3	bao3			bao3		no	
䭌	U+4B4C	tie4	cefpytab	tie4	hu2			hu2		no	
䭍	U+4B4D	hu2	cefpytab	hu2	hu2			hu2		no	
䭎	U+4B4E	ye4	HYDZD		ye4	ye4		xie2 ye4		no	
䭏	U+4B4F									no	
䭐	U+4B50	yang4	HYDZD	yang4	yang4	yang4		yang4		no	
䭑	U+4B51	lian2,qian4,xian4	HYDZD	lian2	lian3	lian2 qian4 xian4		lian2		no	
䭒	U+4B52	xi1	HYDZD	xi2	xi2	xi1				no	
䭓	U+4B53	en4	HYDZD	wen4	en4	en4		en4		no	
䭔	U+4B54	dui1	HYDZD	dui1	dui1	dui1				no	
䭕	U+4B55	zan3,jian3	HYDZD	zan3	jian3	zan3 jian3		jian4 zan3		no	
䭖	U+4B56	zhu4	HYDZD	zhu4	zhu4	zhu4		zhu4		no	
䭗	U+4B57	ying3	cefpytab	ying3	ying3			ying3		no	
䭘	U+4B58	ying3	HYDZD	ying3	ying3	ying3		yan4 ying3		no	
䭙	U+4B59	jin3,jian4	HYDZD	jian3	jin3	jin3 jian4		jin3		no	
䭚	U+4B5A	chuang2	cefpytab	chuang2	chuang2			chuang2 ne4		no	
䭛	U+4B5B	gan3	cefpytab	gan3	gan3			dan4		no	
䭜	U+4B5C									no	
䭝	U+4B5D	kuai4	HYDZD	guai4	guai4	kuai4		kuai4		no	
䭞	U+4B5E	yi4	HYDZD	yi4	yi4	yi4		yi4		no	
䭟	U+4B5F	ye4	cefpytab	ye4	ye4			ye4		no	
䭠	U+4B60	jian3	HYDZD	qian3	jian3	jian3		jian3 qian4		no	
䭡	U+4B61	en4	HYDZD	wen4	wen4	en4		en4		no	
䭢	U+4B62	ning2	HYDZD	ning2	ning2	ning2		ning2		no	
䭣	U+4B63	ci2	cefpytab	ci2	ci2			ci2		no	
䭤	U+4B64	qian3	HYDZD	qian3	qian3	qian3		qian3		no	
䭥	U+4B65	yang4	cnsunipy		yang4			xue4 yang4 yao4 zhou4		no	
䭦	U+4B66	bo1	HYDZD	bo2	bo2	bo1		bo2		no	
䭧	U+4B67	mi3	HYDZD	mi3	mi3	mi3		mi3		no	
䭨	U+4B68	shui4	HYDZD	sui1	rui4	shui4		shui4		no	
䭩	U+4B69	mo2	HYDZD	mo2	mi3	mo2		mi4 mo2		no	
䭪	U+4B6A	liang2	unihanpy					liang2		no	
䭫	U+4B6B	qi3	HYDZD	ji1	ji1	qi3		qi3		no	
䭬	U+4B6C	qi3	HYDZD		ji1	qi3		qi3		no	
䭭	U+4B6D	shou3	HYDZD	shou3	shou3	shou3		shou3 shu2 shu4 tu4		no	
䭮	U+4B6E	fu2	HYDZD	fu2	fu2	fu2		bi4 fu2		no	
䭯	U+4B6F	bo2	cefpytab	bo2	bo2			bo2		no	
䭰	U+4B70	beng4	HYDZD	beng3	ben3	beng4		beng3 beng4		no	
䭱	U+4B71	bie2	HYDZD	bie2	bie2	bie2		bie2		no	
䭲	U+4B72	yi3	HYDZD	yi3	yi3	yi3		ni3 yi3		no	
䭳	U+4B73	wei4	HYDZD	wei4	wei4	wei4		wei4		no	
䭴	U+4B74	huan2	cefpytab	huan2	huan2			huan2 yuan4		no	
䭵	U+4B75	fan2	HYDZD	fan2	fan2	fan2		fan2		no	
䭶	U+4B76	qi2	cefpytab	qi2	qi2			qi2		no	
䭷	U+4B77	mao2	HYDZD	mao2	mao2	mao2		liu2 mao2		no	
䭸	U+4B78	bao3	HYDZD	fu4	fu4	bao3		fu4		no	
䭹	U+4B79	ang2	HYDZD	ang2	ang2	ang2		ang2		no	
䭺	U+4B7A	ang3	HYDZD	ang3	ang3	ang3		ang2		no	
䭻	U+4B7B	fu4	HYDZD	fen1	fen1	fu4				no	
䭼	U+4B7C	qi2	cefpytab	qi2	qi2			qi2		no	
䭽	U+4B7D	qun2	cefpytab	qun2	qun2			qun2		no	
䭾	U+4B7E	tuo2	cefpytab	tuo2	duo4			tuo2		no	
䭿	U+4B7F	yi4	HYDZD	yi4	yi4	yi4		yi4		no	
䮀	U+4B80	bo2	cefpytab	bo2	bo2			bo2		no	
䮁	U+4B81	pian2	cefpytab	pian2	pian2			pian2		no	
䮂	U+4B82	ba2	HYDZD	ba2	ba2	ba2		bo2		no	
䮃	U+4B83	qu1	cefpytab	qu1	qu1					no	
䮄	U+4B84	xuan2	HYDZD	xuan2	xuan2	xuan2		xuan2		no	
䮅	U+4B85	rong2	cnsunipy		rong2					no	
䮆	U+4B86	pi2	cefpytab	pi2	pi1					no	
䮇	U+4B87	yu4	cefpytab	yu4	yu4			yu4		no	
䮈	U+4B88	chi2	cefpytab	chi2	chi2			chi2		no	
䮉	U+4B89	lü3	cefpytab	lü3	lü4			lu2 lü4		no	
䮊	U+4B8A	yi2	HYDZD	yi2	yi2	yi2		yi2		no	
䮋	U+4B8B	lie4	cefpytab	lie4	lie4			li4 lie4		no	
䮌	U+4B8C	xiu1	cnsunipy		xiu1					no	
䮍	U+4B8D	niao3	cefpytab	niao3	niao3			niao3 xing4		no	
䮎	U+4B8E	xi4	HYDZD	xi1	xi4	xi4		xi4		no	
䮏	U+4B8F	wu2	HYDZD	wu2	wu2	wu2		wu2		no	
䮐	U+4B90	jiong1	cefpytab	jiong1	jiong1					no	
䮑	U+4B91	lei4,luo4	HYDZD	lei4	lei4	lei4 luo4		lei4		no	
䮒	U+4B92	pu1	HYDZD	pu1	pu1	pu1				no	
䮓	U+4B93	zhuo1,chao4	HYDZD	zhuo2	zhuo2	zhuo1 chao4		zhao4		no	
䮔	U+4B94	zui1	HYDZD	zui1	zui1	zui1		zui3		no	
䮕	U+4B95	zhuo2	HYDZD	chuo4	chuo4	zhuo2		chuo4		no	
䮖	U+4B96	chang1	HYDZD	chang1	chang1	chang1				no	
䮗	U+4B97	an4,yan4	HYDZD	an4	an4	an4 yan4		an4 niu4 yan4		no	
䮘	U+4B98	er2	HYDZD	ni2	ni2	er2		er2 ni2 pai4 po2		no	
䮙	U+4B99	yu4	HYDZD	yu4	yu4	yu4		yu4		no	
䮚	U+4B9A	leng4,ling2	HYDZD	leng4	leng4	leng4 ling2		leng4		no	
䮛	U+4B9B	fu4	cefpytab	fu4	fu4			fu4		no	
䮜	U+4B9C	zha2,ye4	HYDZD	sha4	sha4	zha2 ye4		sha4 zha2		no	
䮝	U+4B9D	hun2	HYDZD	hun2	hun2	hun2		huan2 huan3 hun2		no	
䮞	U+4B9E	chun3	HYDZD	chun3	chun3	chun3		chu4 chun3		no	
䮟	U+4B9F	sou1,sou3	HYDZD	sou1	sou1	sou1 sou3		sou3		no	
䮠	U+4BA0	bi1	HYDZD	bi1	bi1	bi1				no	
䮡	U+4BA1	bi4,bo2	HYDZD	bi4	bo2	bi4 bo2		bi4		no	
䮢	U+4BA2	zha2	HYDZD	sha4	sha4	zha2		die2		no	
䮣	U+4BA3	sang1	cnsunipy		sang1					no	
䮤	U+4BA4	he2	HYDZD	he4	he4	he2		di2 he4		no	
䮥	U+4BA5	li4	HYDZD	li4	li4	li4		li4		no	
䮦	U+4BA6	jiao1	cefpytab	jiao1	jiao1					no	
䮧	U+4BA7	han4,han2	HYDZD	han4	han2	han4 han2		han2 han4		no	
䮨	U+4BA8	zai3	HYDZD	zai3	zai3	zai3		zai3		no	
䮩	U+4BA9	gu2	HYDZD	gu2	gu2	gu2		gu2 gu3		no	
䮪	U+4BAA	cheng2	cefpytab	cheng2	cheng2			cheng2		no	
䮫	U+4BAB	lou2,lv2	HYDZD	lou2	lou2	lou2 lv2		lou2 lü2		no	
䮬	U+4BAC	mo4	HYDZD	mo4	mo4	mo4		mo4		no	
䮭	U+4BAD	mi4	HYDZD	mi4	mi4	mi4		mi4		no	
䮮	U+4BAE	mai4	HYDZD	mo4	mo4	mai4		mai4		no	
䮯	U+4BAF	ao2	cefpytab	ao2	ao2			ao4		no	
䮰	U+4BB0	zhe2	HYDZD	zhe2	zhe2	zhe2		dan3 dan4 zhe2		no	
䮱	U+4BB1	zhu2	HYDZD	zhu2	zhu2	zhu2		zhu2		no	
䮲	U+4BB2	huang2	cefpytab	huang2	huang2			huang2		no	
䮳	U+4BB3	fan2	HYDZD	fan2	yan2	fan2		fan2		no	
䮴	U+4BB4	deng4,teng1	HYDZD	deng4	deng4	deng4 teng1		deng4		no	
䮵	U+4BB5	tong2	HYDZD	tong2	tong2	tong2		tong2 yong3		no	
䮶	U+4BB6	ji2	cefpytab	ji2	biao1					no	
䮷	U+4BB7	du2	HYDZD	du2	du2	du2		du2		no	
䮸	U+4BB8	wo4	HYDZD	jue2	jue2	wo4		hu2 mu2 wo4		no	
䮹	U+4BB9	wei4,gui4	HYDZD	hui4	gui4	wei4 gui4		wei4		no	
䮺	U+4BBA	ji4	HYDZD	qi2	ji4	ji4		ji4		no	
䮻	U+4BBB	dao3	cefpytab	dao3	dao3			chi4 dao3 dao4 dei3		no	
䮼	U+4BBC	lin2	cefpytab	lin2	lin2			lin2		no	
䮽	U+4BBD	biao1	HYDZD	biao1	biao1	biao1				no	
䮾	U+4BBE	long2,long4	HYDZD	peng2	peng2	long2 long4		pang2		no	
䮿	U+4BBF	jian3	HYDZD	qian1	jian3	jian3		jian3		no	
䯀	U+4BC0	nie4	cefpytab	nie4	nie4			nie4		no	
䯁	U+4BC1	luo2	cefpytab	luo2	luo2			luo2		no	
䯂	U+4BC2	shen1,ji2	HYDZD	ji2	ji2	shen1 ji2		ji2		no	
䯃	U+4BC3									no	
䯄	U+4BC4									no	
䯅	U+4BC5	nie4	unihanpy					nie4		no	
䯆	U+4BC6	yi4	HYDZD	yi4	yi4	yi4		yi4		no	
䯇	U+4BC7	ku1	HYDZD	ku1	ku1 nodice	ku1				no	
䯈	U+4BC8	wan2	HYDZD	wan2	wan2	wan2		wan2		no	
䯉	U+4BC9	wa1	HYDZD	wa4	wa4	wa1		ya4		no	
䯊	U+4BCA	qia4,ke1	HYDZD	ke1	ke1	qia4 ke1		qia4		no	
䯋	U+4BCB	bo2,fei4	HYDZD	ba2	bo2	bo2 fei4		bo2		no	
䯌	U+4BCC	kao1	HYDZD	kao1	kao1	kao1				no	
䯍	U+4BCD	ling2	HYDZD	ling2	ling2	ling2		ling2		no	
䯎	U+4BCE	gan4	cefpytab	gan4	gan4			gan4		no	
䯏	U+4BCF	gua1,hua2	HYDZD	gua1	gua1	gua1 hua2		huo2		no	
䯐	U+4BD0	xie2	cefpytab	xie2	hai2			hai2		no	
䯑	U+4BD1	kuang1	HYDZD	guang2	kuang1	kuang1				no	
䯒	U+4BD2	heng2	HYDZD	heng2	heng2	heng2		heng2		no	
䯓	U+4BD3	kui1	HYDZD	kui2	kui2	kui1		kui2		no	
䯔	U+4BD4	ze2	HYDZD	sang1	ze2	ze2		cen2 ze2		no	
䯕	U+4BD5	ting1	HYDZD	ting2	ting2	ting1				no	
䯖	U+4BD6	lang2	HYDZD	liang2	lang2	lang2		lang2		no	
䯗	U+4BD7	bi3	cefpytab	bi3	bi4			bi4		no	
䯘	U+4BD8	huan4	HYDZD	huan4	huan4	huan4		huan4		no	
䯙	U+4BD9	po4	HYDZD	fu3	po4	po4		po4		no	
䯚	U+4BDA	yao3	HYDZD	yao3	yao3	yao3		ou3 yao3		no	
䯛	U+4BDB	wan4	HYDZD	wan3	wan4	wan4		jian3 wan4		no	
䯜	U+4BDC	ti4,xi1	HYDZD	xi2	ti4	ti4 xi1		ti4		no	
䯝	U+4BDD	sui3	cefpytab	sui3	sui3			sui3		no	
䯞	U+4BDE	kua1	HYDZD	kua1	kua1	kua1				no	
䯟	U+4BDF	dui4,xia2	HYDZD	dui4	dui4	dui4 xia2		dui4 xia2		no	
䯠	U+4BE0	ao3	HYDZD	ao3	ao3	ao3		ao3 ao4		no	
䯡	U+4BE1	jian4	HYDZD	jian4	jian4	jian4		jian3 jian4 qian4		no	
䯢	U+4BE2	mo2,mo3	HYDZD	mo2	mo2	mo2 mo3		mo2		no	
䯣	U+4BE3	kui4,gui4	HYDZD	kui4	kui4	kui4 gui4		gui4 kui4		no	
䯤	U+4BE4	kuai4	HYDZD	kuai4	kuai4	kuai4		kuai4		no	
䯥	U+4BE5	an4,qi4	HYDZD	an4	qi4	an4 qi4		an4 qi4		no	
䯦	U+4BE6	ma4	HYDZD	mo4	ma4	ma4		ma4		no	
䯧	U+4BE7	qing4,qing3	HYDZD	qing3	qing3	qing4 qing3		qing3		no	
䯨	U+4BE8	qiao1,he4	HYDZD	huo4	huo4	qiao1 he4		fen2 he4		no	
䯩	U+4BE9									no	
䯪	U+4BEA	kao3,kao4	HYDZD	kao3	kao3	kao3 kao4		kao3		no	
䯫	U+4BEB	hao4	HYDZD	hao4	hao4	hao4		hao4 sha4		no	
䯬	U+4BEC	duo3	cefpytab	duo3	duo3			duo3		no	
䯭	U+4BED	xian1	HYDZD	xian1	xian1	xian1				no	
䯮	U+4BEE	nai2	HYDZD	nai2	nai2	nai2		nai2		no	
䯯	U+4BEF	suo1	HYDZD	sha1	suo1	suo1				no	
䯰	U+4BF0	jie4	HYDZD	jie4	jie4	jie4		jie4		no	
䯱	U+4BF1	pi1,pei1,fu4	HYDZD	pei3	pei1 nodice	pi1 pei1 fu4		fu4		no	
䯲	U+4BF2	pa1,ba4	HYDZD	pa1	pa1 nodice	pa1 ba4		pa2		no	
䯳	U+4BF3	song1	HYDZD	song1	song1	song1				no	
䯴	U+4BF4	chang2	HYDZD	chang2	chang2	chang2		chang2		no	
䯵	U+4BF5	nie4	HYDZD	nie4	nie4	nie4		nie4		no	
䯶	U+4BF6	man2,mian2	HYDZD	man2	man2	man2 mian2		man2		no	
䯷	U+4BF7	song1	HYDZD	song1	song1	song1				no	
䯸	U+4BF8	ci4	HYDZD	ci4	ci4	ci4		ci4		no	
䯹	U+4BF9	xian1	HYDZD	xian1	xian1	xian1				no	
䯺	U+4BFA	gua1	cnsunipy		gua1			kuo4		no	
䯻	U+4BFB									no	
䯼	U+4BFC	di2	HYDZD		di2	di2		di2		no	
䯽	U+4BFD	pou2,pou3,bao3	HYDZD	pou3	bao3	pou2 pou3 bao3		fu3 pou2		no	
䯾	U+4BFE	tiao2,diao1	HYDZD	tiao2	diao1	tiao2 diao1		tiao2		no	
䯿	U+4BFF	zu2,sui4,zui4	HYDZD	zu2	zu2	zu2 sui4 zui4		zu2 zuo2		no	
䰀	U+4C00	wo3	HYDZD	wei1	wo3	wo3		wo3		no	
䰁	U+4C01	fei4	HYDZD	fei4	fei4	fei4		fei4		no	
䰂	U+4C02	cai4	HYDZD	cai3	cai4	cai4		cai4		no	
䰃	U+4C03	peng2,peng4,fang3	HYDZD	peng2	peng2	peng2 peng4 fang3		peng2		no	
䰄	U+4C04	sai1,shi4	HYDZD	si1	si1 sai1	sai1 shi4		shi4		no	
䰅	U+4C05	xu1	cefpytab	xu1	xu1					no	
䰆	U+4C06	rou2	HYDZD	rou2	rou2	rou2		rou2		no	
䰇	U+4C07	qi2	unihanpy					qi2		no	
䰈	U+4C08	cuo2	HYDZD	cuo3	cuo3	cuo2		cha3 cuo2		no	
䰉	U+4C09	pan2,ban1	HYDZD	ban1	ban1 nodice	pan2 ban1		pan2 pan4		no	
䰊	U+4C0A	bo2	HYDZD		bo2	bo2		bo2		no	
䰋	U+4C0B	man2	cefpytab	man2	man2			man2		no	
䰌	U+4C0C	zong3,cong1	HYDZD	song1	zong3	zong3 cong1		zong3		no	
䰍	U+4C0D	xiu1	cefpytab	xiu1	xiu1			ci4 qi1		no	
䰎	U+4C0E	kui4	HYDZD	kui4	kui4	kui4		gui4 hui3 kui4		no	
䰏	U+4C0F	ji4	cefpytab	ji4	ji4			ji4		no	
䰐	U+4C10	lan2	HYDZD	lan2	lan2	lan2		lan2		no	
䰑	U+4C11	xu1	cefpytab	xu1	xu1					no	
䰒	U+4C12	meng2	HYDZD	meng2	meng2	meng2		meng2		no	
䰓	U+4C13	mian2	HYDZD	mian2	mian2	mian2		mian2		no	
䰔	U+4C14	ban1	cefpytab	ban1	ban1			pan2		no	
䰕	U+4C15	lu2	HYDZD	lu2	lu2	lu2		lu2		no	
䰖	U+4C16	zan3	cefpytab	zan3	zan3			cuan2		no	
䰗	U+4C17	jiu1	cefpytab	jiu1	jiu1					no	
䰘	U+4C18	liu2,jiao3	HYDZD	liu2	liu2	liu2 jiao3		liu2		no	
䰙	U+4C19	yi3	HYDZD	yi3	yi3	yi3		yi3		no	
䰚	U+4C1A	wen2	HYDZD	wen2	wen2	wen2		wen2		no	
䰛	U+4C1B	li4,ge2	HYDZD	li4	li4	li4 ge2		li4		no	
䰜	U+4C1C	li4	HYDZD	li4	li4	li4		li4		no	
䰝	U+4C1D	zeng4	cefpytab	zeng4	zeng4			zeng4		no	
䰞	U+4C1E	zhu3	cefpytab	zhu3	zhu3			zhu3		no	
䰟	U+4C1F	hun2	cnsunipy		hun2			hun2		no	
䰠	U+4C20	shen2	HYDZD	shen1	shen1	shen2		shen2		no	
䰡	U+4C21	chi4	HYDZD	chi4	chi4	chi4		chi4		no	
䰢	U+4C22	xing4	HYDZD	xing4	xing4	xing4		xing4		no	
䰣	U+4C23	wang3	cefpytab	wang3	wang3			wang3		no	
䰤	U+4C24	dong1	HYDZD	dong1	dong1	dong1				no	
䰥	U+4C25	huo4,yu4	HYDZD	yu4	yu4	huo4 yu4		huo4 ji4 she4 yu4		no	
䰦	U+4C26	pi3	HYDZD	pi3	pi3	pi3		pi3 pi4		no	
䰧	U+4C27	hu1	HYDZD	hu1	hu1	hu1				no	
䰨	U+4C28	mei4	cefpytab	mei4	mei4			mei4		no	
䰩	U+4C29	che3,du1	HYDZD	che3	du1 chi1	che3 du1		che3 chi3		no	
䰪	U+4C2A	mei4	cnsunipy		mei4			mei4		no	
䰫	U+4C2B	chao1,chao2,zhao4	HYDZD	chao1	chao2	chao1 chao2 zhao4		chao2		no	
䰬	U+4C2C	ju2	HYDZD	ju2	ju2	ju2		ju2		no	
䰭	U+4C2D	ru2	cefpytab	ru2	ru2			nou4 ru2		no	
䰮	U+4C2E									no	
䰯	U+4C2F	yi4	HYDZD	ni3	yi4	yi4		ni3 ran2 yi4		no	
䰰	U+4C30	ru2	HYDZD	ru2	ru2	ru2		ru2		no	
䰱	U+4C31	ling2,long2	HYDZD	ling2	ling2	ling2 long2		ling2		no	
䰲	U+4C32	ya4	HYDZD	ya4	ya4	ya4		ya4		no	
䰳	U+4C33									no	
䰴	U+4C34	qi4	HYDZD	qi4	qi4	qi4		qi4 zhi4		no	
䰵	U+4C35	zi1	HYDZD		zi1	zi1				no	
䰶	U+4C36									no	
䰷	U+4C37	bang4	HYDZD	bang4	bang4	bang4		bang4 bo2		no	
䰸	U+4C38	gong1	HYDZD	gong1	gong1	gong1				no	
䰹	U+4C39	ji4	cefpytab	ji4	ji4			ze2		no	
䰺	U+4C3A	jie4	cefpytab	jie4	jie4			jie4		no	
䰻	U+4C3B	yu2	cefpytab	yu2	yu2			yu2		no	
䰼	U+4C3C	qin2,yin2,shen4	HYDZD	jin1	shen3	qin2 yin2 shen4		xin2		no	
䰽	U+4C3D	bei4	HYDZD	bei4	bei4	bei4		bei4		no	
䰾	U+4C3E	ba1,ba4	HYDZD		ba1 nodice	ba1 ba4		ba4		no	
䰿	U+4C3F	tuo2	cefpytab	tuo2	tuo2			tuo2		no	
䱀	U+4C40	yang1	HYDZD	yang1	yang1	yang1				no	
䱁	U+4C41	qiao2	HYDZD	qiao2	qiao2	qiao2		qiao2		no	
䱂	U+4C42	you3	HYDZD	you4	you3	you3		you3		no	
䱃	U+4C43	zhi4	HYDZD	zhi4	zhi4	zhi4		di3 zhi4		no	
䱄	U+4C44	jie4	cefpytab	jie4	jie4			jie4		no	
䱅	U+4C45	mo4	HYDZD	mo4	mo4	mo4		mo4		no	
䱆	U+4C46	sheng2	cefpytab	sheng2	sheng2			sheng2		no	
䱇	U+4C47	shan4	cefpytab	shan4	shan4			shan4 tao2		no	
䱈	U+4C48	qi2	cefpytab	qi2	qi2			qi2 yi4		no	
䱉	U+4C49	zu1	cefpytab	zu1	ju1			shan4		no	
䱊	U+4C4A	mi3	HYDZD	mi3	mi3	mi3		mi3		no	
䱋	U+4C4B	gong3	HYDZD	gong3	gong3	gong3		dan3 gong3		no	
䱌	U+4C4C	yi2	HYDZD		yi2	yi2		yi2		no	
䱍	U+4C4D	geng4	HYDZD	geng4	geng4	geng4		geng4		no	
䱎	U+4C4E	geng1	cnsunipy		geng1			geng4		no	
䱏	U+4C4F	tou3	HYDZD	dou4	dou4	tou3		tou3		no	
䱐	U+4C50	fu1	HYDZD	fu2	fu2	fu1				no	
䱑	U+4C51	xue2	HYDZD	xie4	xue2	xue2		xue2		no	
䱒	U+4C52	ye4	HYDZD	yi4	ye1	ye4		yi4		no	
䱓	U+4C53	ting2,ting3	HYDZD	ting2	ting2	ting2 ting3		ting2		no	
䱔	U+4C54	tiao2,chou2	HYDZD	tiao2	chou2	tiao2 chou2		tiao2		no	
䱕	U+4C55	mou2,mei2	HYDZD	mou2	mei2	mou2 mei2		mou2		no	
䱖	U+4C56	liu2	cefpytab	liu2	liu2			liu2 liu3		no	
䱗	U+4C57	can1	HYDZD	can1	can1	can1				no	
䱘	U+4C58	li2	cefpytab	li2	li2			li2		no	
䱙	U+4C59	shu1	HYDZD		shu1	shu1				no	
䱚	U+4C5A	lu4	HYDZD	lu4	lu4	lu4		lu4		no	
䱛	U+4C5B	xu4,yi4	HYDZD	xu4	yi4	xu4 yi4		xu4		no	
䱜	U+4C5C	cuo4	HYDZD	qi4	cuo4	cuo4		cuo4 que4		no	
䱝	U+4C5D	pai2,bei1	HYDZD	pai2	bai2	pai2 bei1		ba4 pai2		no	
䱞	U+4C5E	nai4	cefpytab	nai4	nai4			liu2 nai4 wei3		no	
䱟	U+4C5F	ju4,ju1	HYDZD	ju4	ju1 ji1	ju4 ju1		ju4		no	
䱠	U+4C60	zhan4	HYDZD	chan3	chan3	zhan4		zhan4		no	
䱡	U+4C61	ju2	HYDZD	ju2	ju2	ju2		ju2		no	
䱢	U+4C62	zheng1	HYDZD	zheng1	zheng1	zheng1				no	
䱣	U+4C63	zu2	HYDZD	zu2	zu2	zu2		zu2		no	
䱤	U+4C64	xian4	HYDZD	xian4	xian4	xian4		xian4		no	
䱥	U+4C65	zhi4,ji4	HYDZD	zhi4	ji4	zhi4 ji4		zhi2 zhi4		no	
䱦	U+4C66	yin2	cnsunipy		yin2					no	
䱧	U+4C67	shan4	cefpytab	shan4	shan4					no	
䱨	U+4C68	zhi4	cefpytab	zhi4	ji4			zhi4		no	
䱩	U+4C69									no	
䱪	U+4C6A									no	
䱫	U+4C6B	la4	cefpytab	la4	la4			la4		no	
䱬	U+4C6C	xu1	HYDZD	xu4	xu1	xu1				no	
䱭	U+4C6D	geng4	HYDZD	geng1	geng4	geng4		geng4		no	
䱮	U+4C6E	e2	HYDZD	e4	e2	e2		e2		no	
䱯	U+4C6F	mu2	HYDZD		mo2	mu2		mu2		no	
䱰	U+4C70	zhong4	HYDZD	tong2	tong2	zhong4		zhong4		no	
䱱	U+4C71	ti2,di4	HYDZD	di4	di4	ti2 di4		di4 ti2		no	
䱲	U+4C72	yuan2	HYDZD	yan2	yuan2	yuan2		yan2		no	
䱳	U+4C73	zhan1	HYDZD	zhan1	zhan1	zhan1				no	
䱴	U+4C74	geng4	unihanpy					geng4		no	
䱵	U+4C75	weng1	cefpytab	weng1	weng1					no	
䱶	U+4C76	lang2	cnsunipy		lang2			lang2		no	
䱷	U+4C77	yu2	cefpytab	yu2	yu2			yu2		no	
䱸	U+4C78	sou1,qiu1	HYDZD	sou1	qiu1	sou1 qiu1				no	
䱹	U+4C79	zha3	HYDZD	zha3	za3	zha3		na4 zha3		no	
䱺	U+4C7A	hai2	HYDZD	hai2	hai2	hai2		hai2		no	
䱻	U+4C7B	hua2	HYDZD	gu3	hua2	hua2		hua2		no	
䱼	U+4C7C	zhan3	HYDZD	zhan3	zhan3	zhan3		zhan3		no	
䱽	U+4C7D	chang1	cnsunipy		chang1					no	
䱾	U+4C7E	lou2	HYDZD	lou2	lou2	lou2		lou2 yu2		no	
䱿	U+4C7F	chan4	HYDZD	chan4	chan4	chan4		chan4		no	
䲀	U+4C80	zhi4	HYDZD	zhi4	zhi4	zhi4		die2 sui4 zhi4 zou4		no	
䲁	U+4C81	wei4	HYDZD	wei4	wei4	wei4		wei4		no	
䲂	U+4C82	xuan2	cefpytab	xuan2	xuan2			xuan2		no	
䲃	U+4C83	zao3,suo3,chao2	HYDZD	chao2	chao2	zao3 suo3 chao2		zao3		no	
䲄	U+4C84	min3	cefpytab	min3	mian3			min2 min3		no	
䲅	U+4C85	gui1	HYDZD	gui1	gui1	gui1				no	
䲆	U+4C86	su1	HYDZD	xian1	su1	su1				no	
䲇	U+4C87									no	
䲈	U+4C88									no	
䲉	U+4C89	si1	HYDZD	si1	si1	si1				no	
䲊	U+4C8A	duo4,wei3,tuo4	HYDZD	duo4	tuo3	duo4 wei3 tuo4		tuo3		no	
